iter	Logloss
129	0.4115913748
130	0.4113842513
131	0.4109257713
132	0.4105956501
133	0.4102401598
134	0.4096740094
135	0.4094985787
136	0.4091069046
137	0.4089980386
138	0.4086376868
139	0.4082525724
140	0.4080074371
141	0.4076134063
142	0.4074491664
143	0.4072900655
144	0.4069287718
145	0.4065538764
146	0.4063018056
147	0.4060402366
148	0.4057263665
149	0.4055903844
150	0.4053165338
151	0.4049733602
152	0.4046991318
153	0.4042511478
154	0.4040044253
155	0.403721806
156	0.4035286826
157	0.4033110899
158	0.4031806669
159	0.4028879585
160	0.4025973387
161	0.4023450197
162	0.4018834753
163	0.4015628308
164	0.4014020623
165	0.4012007251
166	0.4008378935
167	0.4005082622
168	0.4003289539
169	0.4000022793
170	0.3998888441
171	0.3995659592
172	0.3992610569
173	0.3988389507
174	0.3984483266
175	0.3981694556
176	0.3979569735
177	0.3977423049
178	0.3974857151
179	0.3971405198
180	0.3970667837
181	0.3968611515
182	0.3965952902
183	0.3965781811
184	0.396511942
185	0.3963018645
186	0.3961135702
187	0.3958935426
188	0.3956931672
189	0.3956052516
190	0.3956052493
191	0.3954775778
192	0.395381048
193	0.3950835931
194	0.3949256787
195	0.3948313594
196	0.3946983689
197	0.3946637768
198	0.3944504245
199	0.3943952365
200	0.3941889484
201	0.3940693801
202	0.3940071388
203	0.3938507842
204	0.3936272975
205	0.3934873909
206	0.3933750652
207	0.3932748707
208	0.3931858209
209	0.392979169
210	0.3926821288
211	0.3924996657
212	0.3922079155
213	0.3920189546
214	0.391861762
215	0.3917143725
216	0.3916935428
217	0.391397874
218	0.3912830272
219	0.3911348425
220	0.3911113431
221	0.3909950098
222	0.3907484752
223	0.3906608389
224	0.3906427019
225	0.3905339288
226	0.3904037685
227	0.3901645655
228	0.389957299
229	0.3898677218
230	0.3897156142
231	0.3896154839
232	0.3891792799
233	0.3890327015
234	0.3887964673
235	0.3886365025
236	0.3885038804
237	0.3883952661
238	0.388335929
239	0.3882548776
240	0.3880380606
241	0.3878216576
242	0.3878107335
243	0.3875970736
244	0.3875790342
245	0.3872141868
246	0.3870856142
247	0.3866069131
248	0.3864122978
249	0.386279798
250	0.3860937632
251	0.3859722627
252	0.3858173102
253	0.3856515702
254	0.3855659714
255	0.3854569881
256	0.3852784355
257	0.3851650084
258	0.3850927004
259	0.3849604813
260	0.3848318739
261	0.384772868
262	0.3845042534
263	0.3844535886
264	0.3843477502
265	0.3841409117
266	0.3840172382
267	0.3838782948
268	0.3836639229
269	0.383479966
270	0.3834530005
271	0.3832096991
272	0.3830983473
273	0.3830079123
274	0.3828578341
275	0.3827569847
276	0.3825992569
277	0.3824404351
278	0.3824016382
279	0.3823458508
280	0.3821765348
281	0.3820747621
282	0.3818647375
283	0.3816858532
284	0.3816128138
285	0.3814504237
286	0.3813357618
287	0.3812558944
288	0.3811294213
289	0.3810891114
290	0.380969162
291	0.3807907599
292	0.3806218015
293	0.3805245785
294	0.3804057273
295	0.3803258206
296	0.3802258805
297	0.3801364271
298	0.3800503532
299	0.3798727914
300	0.3797927867
301	0.3796828753
302	0.3795068914
303	0.3793727202
304	0.3793587359
305	0.3792626836
306	0.3791271865
307	0.3790637391
308	0.3789265858
309	0.3788056834
310	0.3786819216
311	0.3786448389
312	0.3784520471
313	0.3783592226
314	0.3781704434
315	0.3780365778
316	0.3779678533
317	0.3778288992
318	0.3777579216
319	0.3774856822
320	0.3773227408
321	0.377312726
322	0.3772261991
323	0.3770093612
324	0.3768051813
325	0.376694208
326	0.3766032438
327	0.3765443465
328	0.3764915775
329	0.3763324053
330	0.3763217012
331	0.376189944
332	0.3761255805
333	0.3761191442
334	0.3758218608
335	0.3756700717
336	0.375253502
337	0.3751059589
338	0.375021932
339	0.3749292255
340	0.3748011271
341	0.3747040824
342	0.3746426634
343	0.3745676292
344	0.3745453464
345	0.3744707235
346	0.3744154967
347	0.374288712
348	0.374210115
349	0.3740619701
350	0.3739517813
351	0.373865272
352	0.3737322282
353	0.3734798402
354	0.3733691753
355	0.3732189879
356	0.373077443
357	0.3730492839
358	0.3730306275
359	0.3730019898
360	0.3729051205
361	0.3728090731
362	0.37262908
363	0.3725135773
364	0.3723932471
365	0.3721709255
366	0.3720284162
367	0.3719345969
368	0.3717544416
369	0.3717494534
370	0.3714820874
371	0.3714114916
372	0.3712996668
373	0.3711771337
374	0.3711173544
375	0.3709560109
376	0.3708443801
377	0.3707589788
378	0.3706842653
379	0.3705610004
380	0.3704265513
381	0.3701344293
382	0.3699241303
383	0.3697416548
384	0.3696196119
385	0.3694759015
386	0.3693288931
387	0.3691352932
388	0.3690625048
389	0.3690117659
390	0.3689499324
391	0.3687372518
392	0.3686120292
393	0.3684261437
394	0.3682944993
395	0.3681469301
396	0.3680305165
397	0.36779857
398	0.3676443042
399	0.3674977945
400	0.367381808
401	0.3672849251
402	0.3671833938
403	0.3669799959
404	0.3669354071
405	0.3669162083
406	0.366835078
407	0.3667485856
408	0.3666938366
409	0.366600066
410	0.3664115483
411	0.366242818
412	0.3660105487
413	0.3658511152
414	0.365772232
415	0.3656942582
416	0.3656077758
417	0.365495143
418	0.3651551173
419	0.3650609417
420	0.3649272359
421	0.3647987712
422	0.3645991921
423	0.3644617899
424	0.3641205775
425	0.3640908704
426	0.3640420427
427	0.3638279956
428	0.3637007268
429	0.3635998247
430	0.3634599223
431	0.3631746938
432	0.362960718
433	0.3628890876
434	0.3627792174
435	0.362621679
436	0.3624779029
437	0.362324457
438	0.3622291458
439	0.362104083
440	0.3619736043
441	0.3618728165
442	0.3617941848
443	0.3616721099
444	0.3613331678
445	0.3613086812
446	0.3612035343
447	0.3611610152
448	0.3610764553
449	0.3608895268
450	0.3607495255
451	0.3605884342
452	0.3605802048
453	0.3605017888
454	0.3604976141
455	0.3603269646
456	0.3602195466
457	0.3599991604
458	0.3599936825
459	0.3597947808
460	0.3596839102
461	0.3596725955
462	0.3594358673
463	0.3594152825
464	0.3592569461
465	0.3592069766
466	0.3590752843
467	0.3590387693
468	0.3589197936
469	0.358830431
470	0.3586962574
471	0.3585616103
472	0.3584157545
473	0.3582575257
474	0.3580951546
475	0.3579612897
476	0.3578350365
477	0.3576845814
478	0.3575621977
479	0.3574235184
480	0.3572453262
481	0.3570334872
482	0.3568962219
483	0.356794075
484	0.3567453204
485	0.356617039
486	0.3564438264
487	0.3563493142
488	0.3562249476
489	0.3560197082
490	0.3559411099
491	0.3558291036
492	0.3557835813
493	0.355703977
494	0.3555906365
495	0.3555553981
496	0.3553151396
497	0.3552762098
498	0.3552702536
499	0.3550599638
500	0.3549545007
501	0.3547735342
502	0.3546561595
503	0.3545926332
504	0.3544532984
505	0.3543374626
506	0.3541831644
507	0.3541239816
508	0.3540199588
509	0.3538798034
510	0.3537725245
511	0.3536931507
512	0.3536189866
513	0.3535092897
514	0.3533727638
515	0.3531754541
516	0.3530855978
517	0.3530026092
518	0.3529190575
519	0.3528337845
520	0.3527573253
521	0.3526313359
522	0.3524459533
523	0.3522745158
524	0.35214006
525	0.3520495866
526	0.351906273
527	0.3517636965
528	0.3515982845
529	0.3515634768
530	0.3514391297
531	0.3512762763
532	0.3512084791
533	0.3509914794
534	0.3509188665
535	0.3508373438
536	0.3508231839
537	0.3507836199
538	0.350633654
539	0.3505219818
540	0.3504054822
541	0.3502934915
542	0.3502071846
543	0.3500724345
544	0.3499444122
545	0.349777231
546	0.349627985
547	0.3494835742
548	0.3493370843
549	0.3493056402
550	0.3492253629
551	0.349178769
552	0.3489462044
553	0.3487362451
554	0.3485969655
555	0.3484546461
556	0.3482709382
557	0.34821876
558	0.3481470178
559	0.3480288233
560	0.3480096897
561	0.3479069043
562	0.34776174
563	0.3476555324
564	0.3475887839
565	0.3475074255
566	0.3474542828
567	0.3473417134
568	0.3471483851
569	0.3470781243
570	0.3469026546
571	0.3468091836
572	0.3466667883
573	0.3465860382
574	0.3465279596
575	0.3464907018
576	0.3463561047
577	0.3462935731
578	0.3462541694
579	0.3462463422
580	0.3461217302
581	0.3460344564
582	0.3459505606
583	0.3458132616
584	0.3457106059
585	0.3455737521
586	0.3454118163
587	0.3452368832
588	0.345152509
589	0.3450226789
590	0.3449219023
591	0.3448731965
592	0.3448408662
593	0.3447872334
594	0.344733723
595	0.3446320352
596	0.3445186261
597	0.3445054599
598	0.3444218619
599	0.3443386335
600	0.3441906982
601	0.3441021033
602	0.3439824451
603	0.3438693337
604	0.3437634789
605	0.3437043651
606	0.3435361835
607	0.3434574116
608	0.3433348461
609	0.3431773691
610	0.3429929695
611	0.3428668043
612	0.342746541
613	0.3426295459
614	0.3424521323
615	0.3423717671
616	0.3423379311
617	0.3421946304
618	0.3419962396
619	0.341928023
620	0.3418386891
621	0.3418005785
622	0.34160881
623	0.3414617168
624	0.3413027634
625	0.3412417628
626	0.3410960316
627	0.3410777733
628	0.3409282308
629	0.3408843835
630	0.3407795968
631	0.3407104369
632	0.3405440017
633	0.3404890264
634	0.3404131059
635	0.3403505668
636	0.3401909348
637	0.3401286839
638	0.340079731
639	0.3399795414
640	0.3398847741
641	0.3398312957
642	0.3397020358
643	0.3396498222
644	0.3394848307
645	0.3394108361
646	0.3392876746
647	0.3391473745
648	0.3390852574
649	0.3389780271
650	0.3389204654
651	0.338852752
652	0.3387150572
653	0.3385558868
654	0.3384248475
655	0.3383281947
656	0.338242534
657	0.3381497519
658	0.3381114947
659	0.3380252879
660	0.3379337115
661	0.3378615167
662	0.337726391
663	0.3375662313
664	0.3374981826
665	0.337422165
666	0.3373307221
667	0.337278208
668	0.3372213615
669	0.3371614197
670	0.3370723075
671	0.3369603831
672	0.3368931113
673	0.3367520878
674	0.3366782338
675	0.3365792764
676	0.3365511877
677	0.3364880361
678	0.3364059401
679	0.3363455901
680	0.3362711338
681	0.3362338492
682	0.3361618757
683	0.3361355703
684	0.3360617952
685	0.3359493531
686	0.335915065
687	0.3358848469
688	0.3358183562
689	0.3357745037
690	0.3356989202
691	0.3356155352
692	0.3355163513
693	0.3353315253
694	0.3352453682
695	0.3351799397
696	0.3351227257
697	0.3350413414
698	0.3349985151
699	0.3349486257
700	0.3348950582
701	0.3347651691
702	0.3346859153
703	0.3346175501
704	0.3345538544
705	0.334498441
706	0.3343381134
707	0.3341861151
708	0.3341263497
709	0.3340752718
710	0.3339733142
711	0.3339166017
712	0.3338544354
713	0.3337688506
714	0.3337569999
715	0.33368902
716	0.3336259732
717	0.3335760165
718	0.3334181751
719	0.3333532363
720	0.3333121939
721	0.3332992153
722	0.3332128436
723	0.333116718
724	0.333087659
725	0.3329482982
726	0.3328099009
727	0.3327685345
728	0.3326754373
729	0.3326244414
730	0.3325647544
731	0.3325083802
732	0.3323073748
733	0.3322181764
734	0.3321852623
735	0.3320872178
736	0.3320391113
737	0.331969133
738	0.3319134525
739	0.3318921092
740	0.3317834895
741	0.33162653
742	0.3315240902
743	0.3314605796
744	0.3313806191
745	0.3313270951
746	0.3312931824
747	0.3312228785
748	0.3311718443
749	0.3311209635
750	0.3310940063
751	0.3310456743
752	0.3309609352
753	0.3308183079
754	0.3307660822
755	0.3306704581
756	0.33061401
757	0.3306109306
758	0.3305499902
759	0.330477902
760	0.3303812357
761	0.3303597083
762	0.3302542675
763	0.3301985147
764	0.3300906507
765	0.3299807949
766	0.3299315199
767	0.3298993784
768	0.3297784431
769	0.3297118541
770	0.3295605267
771	0.3295002951
772	0.3294932155
773	0.329368135
774	0.3293643559
775	0.3292392907
776	0.3290755978
777	0.3289906043
778	0.3289886167
779	0.3289109396
780	0.3288555857
781	0.328782583
782	0.3286780917
783	0.3286481558
784	0.3285624457
785	0.3285528924
786	0.3285164544
787	0.3284983386
788	0.3283792825
789	0.3283220248
790	0.3282869138
791	0.3281379085
792	0.3280301571
793	0.3279629675
794	0.3279162948
795	0.3278371717
796	0.3277846676
797	0.3277301329
798	0.3276517517
799	0.3275720388
800	0.3274964442
801	0.3274929204
802	0.327393556
803	0.3273297367
804	0.3272917796
805	0.3272687366
806	0.3272182065
807	0.3271644297
808	0.3271074943
809	0.3270634235
810	0.327021832
811	0.3270199138
812	0.3268698767
813	0.3267809411
814	0.3267790935
815	0.3267171636
816	0.3266421797
817	0.3265538472
818	0.3264844988
819	0.3264150935
820	0.3263106358
821	0.3262853486
822	0.3262434069
823	0.3261645725
824	0.3261455362
825	0.326092139
826	0.326015012
827	0.3258099717
828	0.325741741
829	0.3257383601
830	0.3256697783
831	0.3256477552
832	0.3256193576
833	0.3256111193
834	0.3255903159
835	0.3255534906
836	0.3255034176
837	0.3254952011
838	0.3253362695
839	0.3253322917
840	0.3252780394
841	0.3252117982
842	0.3251902524
843	0.3251494475
844	0.3250629139
845	0.3250563342
846	0.3248980187
847	0.3248817127
848	0.32482924
849	0.3247356656
850	0.3246385118
851	0.324585853
852	0.3245726754
853	0.3245577739
854	0.3245084519
855	0.3243086037
856	0.3242808862
857	0.3242166084
858	0.3241437663
859	0.3240798923
860	0.3240234286
861	0.3239390604
862	0.3239282642
863	0.3238467423
864	0.3237970781
865	0.3237195073
866	0.3236316288
867	0.3235441446
868	0.3234750057
869	0.3234475904
870	0.3233170244
871	0.3231966137
872	0.3231521469
873	0.322985099
874	0.3228444508
875	0.3227472895
876	0.3226578933
877	0.322585658
878	0.3225559499
879	0.3224884604
880	0.3224345423
881	0.3224321721
882	0.3223362933
883	0.3221877966
884	0.3221816144
885	0.3221364823
886	0.3220632786
887	0.3219924118
888	0.3219369178
889	0.3218690098
890	0.32181704
891	0.3217308074
892	0.3216888607
893	0.3216268008
894	0.3215846622
895	0.3215198705
896	0.3214735857
897	0.3214222524
898	0.3213991215
899	0.3213259438
900	0.3212523463
901	0.321156271
902	0.3210392611
903	0.3210081942
904	0.3209924768
905	0.3209202167
906	0.3208666446
907	0.3207271524
908	0.3206351844
909	0.3205067802
910	0.3204978182
911	0.3204655394
912	0.3204108406
913	0.3203917532
914	0.3203565134
915	0.3203465756
916	0.320282402
917	0.3202173974
918	0.3201477475
919	0.3200831457
920	0.3200246076
921	0.3199947415
922	0.3199365496
923	0.3198697491
924	0.3198146586
925	0.3196956412
926	0.3196746235
927	0.319602865
928	0.319544436
929	0.3195004007
930	0.3194445395
931	0.319365258
932	0.3192549337
933	0.3191664212
934	0.3190910538
935	0.3189957808
936	0.318979243
937	0.3188824736
938	0.3188600746
939	0.3188063457
940	0.3187715401
941	0.318669549
942	0.3186333744
943	0.3186091888
944	0.3185741957
945	0.3185217329
946	0.3184477396
947	0.3183632583
948	0.3183377114
949	0.3182989024
950	0.3181860666
951	0.3181384713
952	0.3180993279
953	0.3180245799
954	0.3179921346
955	0.3178837584
956	0.3178589868
957	0.3178154565
958	0.3177844767
959	0.3177500254
960	0.3176997508
961	0.317666443
962	0.3176182076
963	0.3176032827
964	0.3175781856
965	0.3174489753
966	0.3173245091
967	0.3172523128
968	0.3172018152
969	0.3171599825
970	0.3171152521
971	0.3170888558
972	0.316978215
973	0.3169441135
974	0.3169011698
975	0.3168378479
976	0.3167689959
977	0.3166947698
978	0.3166473944
979	0.3165813714
980	0.3165450029
981	0.3165299787
982	0.3164614301
983	0.3164123119
984	0.3162110384
985	0.316145642
986	0.3160339813
987	0.3159605677
988	0.3158573777
989	0.3158404667
990	0.3157970988
991	0.3157906034
992	0.3157115185
993	0.3156702041
994	0.3155828786
995	0.3155509494
996	0.3154299703
997	0.3153685983
998	0.3153065146
999	0.3152451353
